x	y	z	L	slope
373299.781068	7647040.888053	490.519208	4349.317931	18.559763
373309.753087	7647041.635612	486.562675	4359.317931	18.559763
373319.725106	7647042.383171	482.606141	4369.317931	18.559763
373329.697124	7647043.130730	478.649608	4379.317931	18.559763
373339.669143	7647043.878288	474.693074	4389.317931	18.559763
373349.619772	7647044.845448	470.813099	4399.315452	18.559763
373359.548619	7647046.036247	467.011092	4409.315452	18.559763
373369.477466	7647047.227046	463.209084	4419.315452	18.559763
373379.406313	7647048.417846	459.407076	4429.315452	18.559763
373389.335159	7647049.608645	455.605068	4439.315452	18.559763
373399.264006	7647050.799445	451.803060	4449.315452	18.559763
373409.192853	7647051.990244	448.001052	4459.315452	18.559763
373419.066069	7647053.569354	445.099003	4469.314151	18.559763
373428.929879	7647055.214117	442.349112	4479.314151	18.559763
373438.772922	7647056.975142	439.595902	4489.313486	18.559763
373448.596168	7647058.846994	436.839527	4499.313486	18.559763
373458.476582	7647060.383002	434.294224	4509.312581	18.559763
373468.365913	7647061.866628	431.781840	4519.312581	18.559763
373478.255243	7647063.350254	429.269457	4529.312581	18.559763
373488.144573	7647064.833880	426.757074	4539.312581	18.559763
373498.033904	7647066.317506	424.244691	4549.312581	18.559763
373507.923234	7647067.801132	421.732308	4559.312581	18.559763
373517.812564	7647069.284757	419.219925	4569.312581	18.559763
373527.701900	7647070.768348	416.795659	4579.312581	18.559763
373537.591241	7647072.251903	414.460574	4589.312581	18.559763
373547.480582	7647073.735458	412.125489	4599.312581	18.559763
373557.369923	7647075.219013	409.790403	4609.312581	18.559763
373567.353566	7647075.757443	407.434636	4619.310732	18.559763
373577.341073	7647076.257144	405.078021	4629.310732	18.559763
373587.328580	7647076.756846	402.721407	4639.310732	18.559763
373597.316087	7647077.256547	400.364792	4649.310732	18.559763
373607.303594	7647077.756249	398.008177	4659.310732	18.559763
373617.218609	7647076.739979	395.697057	4669.277694	18.559763
373627.086729	7647075.277411	393.389765	4679.253610	18.559763
373637.086729	7647075.277411	390.965230	4689.253610	18.559763
373647.086729	7647075.277411	388.540695	4699.253610	18.559763
373657.086729	7647075.277411	386.116161	4709.253610	18.559763
373667.086729	7647075.277411	383.691626	4719.253610	18.559763
373677.086729	7647075.277411	381.267091	4729.253610	18.559763
373687.086729	7647075.277411	378.842556	4739.253610	18.559763
